historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,production_cost,procurement_source,safety_risk,historical_demand_inventory_level_ratio,inventory_level_raw_material_cost_ratio,raw_material_cost_machine_utilization_ratio,machine_utilization_supplier_rating_ratio,supplier_rating_lead_time_ratio,lead_time_temperature_ratio,temperature_pressure_ratio,pressure_labor_hours_ratio,labor_hours_production_cost_ratio,historical_demand_inventory_level_interaction,inventory_level_raw_material_cost_interaction,raw_material_cost_machine_utilization_interaction,machine_utilization_supplier_rating_interaction,supplier_rating_lead_time_interaction,lead_time_temperature_interaction,temperature_pressure_interaction,pressure_labor_hours_interaction,labor_hours_production_cost_interaction
0.9109454957706624,-0.9222059708506622,1.3388091211264828,-1.088391682974681,1.3028512418194818,0.7278744274668049,-0.08774724056075885,-0.8109342126813552,-0.14283752062198696,1.593381355128246,1.0271689431702067,-0.01451094283878501,0.2653028437276718,-0.7852357639330111,1.8931755183689298,-1.2474624871995241,-0.2934331548380718,0.1949105264422854,-0.0356414156428414,-0.5978497513274663,-0.6626873485953201,-0.34286356927625533,-0.25899792151546747,0.5529738612201024,0.425031561102222,1.596236478093031,0.48640985859533564,-0.6368188930042236,-0.6185079600299375,0.8750013210296126
0.2815539271282264,-1.4764156928392036,-1.2419548835592287,0.5039370699114573,1.2427870235750482,-1.5901969975867138,0.6349995125866991,0.13366593547907724,0.9681619229961302,-0.3026472322230338,-0.9735496839630355,-0.01451094283878501,1.1638870937148393,-0.6806962931957016,-1.2225604921168687,-0.6935423048776928,3.650446571778855,-1.123406903745601,-0.2558584649881535,-0.49098039310366154,0.2378218115832387,-0.9730537362770666,-1.1929064768196915,-1.05274698968021,1.4280731724550142,-1.1637204994502857,-1.1555753510578928,0.48466783554220094,0.7432037707910931,0.3568924640143064
-0.43200046755360505,-1.3075271988145265,-0.41523465216903327,-0.7234686929951645,-1.6831984651894887,0.14835657120342513,-0.6428057284472293,-0.1050633374240547,1.7098477181162774,0.9294355092636806,1.0271689431702067,-1.244251861379884,0.20800473046778353,-0.7531427407575114,-0.19592177039770653,1.3733603242845023,-0.717337071964613,0.21041718620277453,-0.4257367490649835,-0.6577992198414319,-0.09834919263292918,-0.9675027969983951,-1.0039355441730702,-0.5941013698211451,-1.597408293533226,-0.8921047201967943,-0.2817614615245457,-0.43142087762700887,0.9354695694631274,2.2573831738920536
1.71232196979795,-1.6091137952871641,-0.959648888841689,1.6282572424283852,0.6335642385243675,-0.31525771380727863,0.4611133237637039,-0.9935201188916902,1.3772360471087888,0.8041643814294132,-0.9735496839630355,1.2152299757023142,4.189240508507221,-0.8547521296646748,-1.1472273154898793,0.026702092912605616,-0.0766220183733059,-0.5429419206476885,0.31896289357963775,-0.8472309520188612,-0.14587109871284457,-0.976069571973924,-1.2125762785133996,-0.5447052471635829,1.4579260226577222,0.047752791441826765,-0.01574432040986652,-0.621114398092275,-0.2955506197011628,1.7997351367126466
-0.41004494771724104,1.3152117672157535,-0.5700712415710482,-1.091827869321004,-0.6792679602468175,-0.8947755700706583,-1.3121814731440646,1.069028820316122,0.2907045884843259,1.6659822374573863,-0.9735496839630355,1.2152299757023142,-0.4429049130739339,0.6865525271163802,-0.21413865353007416,-0.2802800264573716,-0.14142160902060844,-0.14900747028538103,-0.6312968613468413,0.015343187884096875,-0.5807771606902349,0.4428659568966701,0.32906285735285984,-0.8144790579503407,-0.9559931390559416,-0.8948421692598194,-1.0575253699268796,-0.39621954021496164,1.036772230516657,1.4384581027083696
1.3573743991100646,1.0945213401498939,-0.8578121277761868,-1.5996962113075623,-0.6535261524277748,0.7278744274668049,0.2703550096885772,-0.8956291205555317,0.4122798889215456,-0.7477339415490522,1.0271689431702067,1.2152299757023142,-0.27446049485343416,0.9281577336647797,-0.3389707859705836,-0.5892051088711573,-0.5965698817743544,0.007934527465827774,0.14712240610712923,-0.7294265281800861,0.3427361421692866,2.1403338126593976,-0.06759829068973484,-1.1318080536523478,-1.106208839080174,0.07056486696703601,0.7740231365796407,-0.5910723506952487,-0.49405676812779953,-0.31404308238345713
-1.4090211002718052,1.462102180085956,0.8572623171933554,-1.5605236869594787,-1.2198459244467172,-0.8947755700706583,0.07512041748533345,0.883203873719664,-0.3049379212049467,-0.3337558369620801,1.0271689431702067,1.2152299757023142,-0.5282692762129455,-0.08365209200472619,1.7834555120627005,-0.04938253198939119,-0.35547868374315894,-0.7400621830800632,-0.4579593948519672,0.2723916047247503,-0.29537224122997474,-0.6346780741079158,1.9828433870729552,-0.038194120397081276,-1.4416537649430181,-1.0481393167892257,-0.6523526786685705,0.7151742638684087,0.3388909664564648,-0.3955626901567671
1.5842481040858265,-0.27787507768088565,-1.4937329771549372,1.0324225299759544,0.5735000202799344,-0.19935414255460268,1.4476161573832687,0.7193324230735947,0.5804972857529194,-0.05699798838070698,-0.9735496839630355,1.2152299757023142,0.028675752291327464,1.070191766221874,-1.4643726167590185,-0.16828979546008074,-0.14549888663437135,-0.6761131742364355,-0.2655945366215425,-0.2151598846234436,-0.06368429392554198,0.6686078309567682,-0.9742021965448717,-1.2468887520063205,1.0655336885267355,0.1320053903815997,0.5932340559865342,1.6818322837418471,1.008587803886168,0.33925758089152114
1.489107518128249,1.5614483530416483,0.5897191837506408,-1.4182655722217012,0.710789661981496,0.9596815699721567,-1.5659520100996036,0.7048167235654141,-1.1834915073833479,-0.14228831272722417,1.0271689431702067,-1.244251861379884,-0.30513150363279645,0.037641504061139676,1.3239672274810421,-1.18027576102075,-0.4260155864612565,2.9279752464295328,-0.6462963776233394,1.3119592067234895,-0.716714792439244,2.8399727654194447,1.777555075401536,-0.13990661139540975,-0.1735137882694027,1.368115722840938,-0.6392793478511022,-0.7203789594260342,-0.5255061904829667,-0.8398333266617144
1.609862877228251,-0.29845392779313623,-1.4280517353473612,1.389098672724295,0.11872808214351054,0.9596815699721567,-0.9406503885103787,0.45852968976132885,0.9360476926919588,-0.642821444481042,1.0271689431702067,1.2152299757023142,0.041251729718379426,0.8449582439261273,-1.4430386100561212,0.3001990354334543,-0.5104152330661478,1.2010494363479471,-0.5469749193326763,-0.389697490506816,0.5193128146100688,0.6567301629059331,-0.9449308822096781,-1.1328518372400804,0.748858900213868,0.8644250952443178,-0.09140622251596482,-0.33716542859384785,1.0518514042328535,0.014746450431884927
