date,part_name,supplier_name,historical_demand,inventory_level,raw_material_cost,machine_utilization,supplier_rating,lead_time,temperature,pressure,labor_hours,energy_cost,maintenance_cost,production_cost,market_price,safety_score,quality_score,procurement_source,safety_risk,decision,date_year,date_month,date_quarter,date_week,date_day,date_dayofweek,date_week_log,date_week_rolling_mean
2020-01-01,-1.208467166007332,-0.7332258022642217,322,3531,0.3449685997263523,1.113358371609608,-1.1351554637639745,21,0.13971539945226924,1.5762918193287883,-0.8972166813860252,0.671574708679968,-1.3264435447769858,0.3767614126013715,0.20888688147281875,37,-1.5492486597143706,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.6831088592379215,-1.670844630033876,-0.49998750797166897,-3.0236846452722523,-1.7026163552149178
2020-01-02,-1.5532706258359477,-1.4378441015763703,297,4251,1.7120523832983063,0.7364998691833802,1.6994936883571723,38,-0.32521201987328874,-0.5948960693131596,0.5371649950583939,0.5119133679763321,0.35938163664940204,2.138533105956745,1.9269534148186431,75,0.24154612995459446,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.6831088592379215,-1.5572775281311355,0.00010001750509534186,-3.0236846452722523,-1.7026163552149178
2020-01-03,-0.1740567865214853,0.6760107963600753,336,4313,-1.427346340813843,-1.5130556760810079,0.08831000222905783,33,1.1660177808344152,-0.08124780000422606,-0.9067920297972984,0.19626353544513941,1.1087872576212239,-1.712555027334146,-1.681107651404489,43,-0.11851445185628312,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.6831088592379215,-1.4437104262283953,0.5001875429818596,-3.0236846452722523,-1.7026163552149178
2020-01-04,0.5155501331357459,-0.028607502952073212,378,897,-1.2988230146477437,1.4194833612677822,1.165304578845635,30,-1.4776381762916493,0.719161241577124,-0.7976334414414011,-0.03782908694486974,0.6454030880020503,-1.1871063013404313,-0.9776165202597635,73,-0.06979344287292889,-0.22108301802734584,Medium,-2.147480448883981,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.6831088592379215,-1.330143324325655,1.000275068458624,-3.0236846452722523,-1.7026163552149178
2020-01-05,0.8603535929643615,1.380629095672224,303,879,1.136420007722354,1.0217526602431515,-1.2126990872489536,8,0.2500119700873651,1.374614177751169,1.211267039381744,-0.26645947469774267,-1.1199224868829776,1.5180389320529157,1.6076675816971433,48,-1.521917406217098,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.6831088592379215,-1.2165762224229149,1.5003625939353884,-3.0236846452722523,-1.7026163552149178
2020-01-06,0.5155501331357459,-0.028607502952073212,306,2950,1.2689964023940066,-0.9297945911665081,0.5621876898916865,30,0.26188253847995235,-0.018223537011220044,1.4927810772849497,1.4496963590708491,-0.740250917406205,1.7894813222407224,1.2343285341795462,62,0.39246208332926535,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-1.1030091205201746,-1.5001625589251977,-2.508180589096396,-1.6891027762445392
2020-01-07,0.17074667330713034,0.6760107963600753,391,2992,-0.18954185003160004,-0.36218787637021016,1.4151672400958943,39,-0.40237005405811277,-1.3511879014068622,-0.826359395357931,-1.6836346993138038,0.1509795565890093,-0.8142228892094489,-1.0548816036499515,86,1.2219082609401115,-0.22108301802734584,Low,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.9894420186174343,-1.0000750334484334,-2.508180589096396,-1.6755891972741606
2020-01-08,-1.208467166007332,1.380629095672224,357,1993,0.7448306813303166,-0.7918065602893339,0.1055421011549413,9,-0.27327849541653865,-0.44994011416755025,1.4870361239265981,-1.5317900179428678,0.4241189015182092,0.706174877105349,0.9639769120045836,85,1.3157854707615533,-0.22108301802734584,Low,-2.147480448883981,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.8758749167146941,-0.49998750797166897,-2.508180589096396,-1.662075618303782
2020-01-09,1.2051570527929771,-0.7332258022642217,305,3406,1.2787361362471734,1.697778605348486,-0.7388215022965119,33,1.0393993909203312,0.17715197879048983,-0.8876413329747518,-0.015791610481250364,-1.4972629966448001,0.8552047751775028,0.6905364775448684,59,-0.9943044952773175,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.7623078148119538,0.00010001750509534186,-2.508180589096396,-1.6485620393334033
2020-01-10,-0.8636637061787165,0.6760107963600753,354,3002,-1.5890515662867675,1.2449687616740035,-1.2902427107339325,29,-0.7589791735837697,-0.2829255918435409,-1.3070400044676749,-0.5752029564679008,0.386086360579491,-1.6138791792191844,-1.3123741810962148,64,-0.10306619438139288,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.6487407129092135,0.5001875429818596,-2.508180589096396,-1.6350484603630246
2020-01-11,-0.8636637061787165,0.6760107963600753,312,4903,0.25743118169464674,1.5093493541353722,-0.712973662038248,31,1.2862064603506198,-1.083334558294043,-1.510036651116619,-0.3068299641594843,0.8111107572986765,0.04287914521816887,0.2237385953512056,45,-0.1648587709737126,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.5351736110064733,1.000275068458624,-2.508180589096396,-1.6350484603630246
2020-01-12,-1.208467166007332,0.6760107963600753,315,3818,1.2297801087852793,1.0176942017567288,-0.506190734551762,3,1.3722673736608135,-1.6001340031872031,-0.8761509696715979,1.7292137815544584,-1.1180004047184018,1.1235796741585293,0.5085366936412494,40,-0.018695744023649923,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.616352203469063,-0.421606509103733,1.5003625939353884,-2.508180589096396,-1.6350484603630246
2020-01-13,-0.5188602463501009,-0.028607502952073212,350,121,-0.3540753386928554,-0.13897177493935817,0.7172747314412704,38,0.5215494060585676,0.6529856903036199,-0.38397990594141,0.9601645603086734,-0.8925038867483736,-0.21938098631331643,-0.6373976551958492,60,-0.6449387912094806,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,-0.30803940720099277,-1.5001625589251977,-2.1424246405021514,-1.621534881392646
2020-01-14,0.17074667330713034,1.380629095672224,256,1600,-0.6872257081103762,-1.0115438882306522,-1.1179235702584651,11,0.944929930348212,1.7117942101562944,1.4870361239265981,1.313328264643229,-0.8484597377461882,-0.04370595150068688,-0.12890355877247098,39,-1.3816958772782264,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,-0.1944723052982525,-1.0000750334484334,-2.1424246405021514,-1.6080213024222674
2020-01-15,-0.8636637061787165,-0.7332258022642217,268,942,1.0288130812421294,-1.0028472862609177,-1.3677863342189116,5,0.39146861766125424,1.456545569380381,-0.8761509696715979,-0.44376328912518354,1.5184761818244195,0.5219595383271038,0.6050183018554548,58,-1.3210918722724898,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,-0.08090520339551223,-0.49998750797166897,-2.1424246405021514,-1.5945077234518885
2020-01-16,0.8603535929643615,-1.4378441015763703,323,1860,-0.5710283902802619,-1.198813769449988,-0.39418342676595136,31,0.08778206367180294,0.6403808377050186,-0.451007162185743,-0.8892518453513247,-0.33358845203626486,-1.0642218675647963,-1.0970490943895854,76,0.03002571826694556,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,0.03266189850722803,0.00010001750509534186,-2.1424246405021514,-1.5809941444815099
2020-01-17,0.17074667330713034,1.380629095672224,306,3741,-1.7280255229370964,0.1752705740304611,-0.15293671226844677,20,1.6161069425001682,1.1886923765292579,0.81867921559618,0.9354900438804509,0.09593444813218625,-0.8795449537747841,-0.9002438737595623,50,-1.6775871926308596,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,0.14622900040996828,0.5001875429818596,-2.1424246405021514,-1.5674805655111312
2020-01-18,1.2051570527929771,0.6760107963600753,369,291,1.5988195771132603,1.4739825977513452,0.4329482831799925,4,-0.7520547539698786,-0.8438421335280768,-0.6693242475802474,1.0721723681665285,0.7693975432090153,1.8153989794427197,1.759759317788196,66,0.8392698053638107,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,0.25979610231270855,1.000275068458624,-2.1424246405021514,-1.5674805655111312
2020-01-19,1.5499605126215927,0.6760107963600753,317,495,0.3206342191923452,1.7238690747658894,0.7086587846885157,8,-1.197197955533219,0.42924918102420945,0.6482385983061717,0.18238817955495087,-0.45717392969285553,1.0465539229248109,0.9829320334565919,62,-1.1190777667412986,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.5495955477002046,0.37336320421544883,1.5003625939353884,-2.1424246405021514,-1.5674805655111312
2020-01-20,-0.1740567865214853,0.6760107963600753,298,4762,1.1116316502843941,-0.7268707821677699,1.3376235139007284,35,-0.7357329346908904,-1.5182023861654474,-0.2211997134880847,1.3773372700181448,-1.3814885284313827,0.9300333153220794,0.8879207879415909,84,1.5629557771308322,-0.22108301802734584,Low,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.482838891931346,0.48693030611818905,-1.5001625589251977,-1.8587222860660852,-1.5539669865407528
2020-01-21,-0.8636637061787165,0.6760107963600753,430,4426,1.131746574885159,0.6993933943004867,-0.7302055555437572,13,0.39690928697967826,0.7223122293342309,-1.0331861174492816,1.6238299007921706,0.5260707522249858,1.1614873966858454,0.5124404840944278,71,-0.8695312238133363,-0.22108301802734584,Medium,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.482838891931346,0.6004974080209293,-1.0000750334484334,-1.8587222860660852,-1.5404534075703742
2020-01-22,1.5499605126215927,-0.7332258022642217,357,973,-1.5080628435574466,0.35094454361801786,0.08831000222905783,5,-1.089869074165341,1.6330138062841892,0.81867921559618,-0.09000312287027563,0.5710964723085549,-1.0059695979157972,-1.0521307396480548,39,-0.6532574323938378,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.482838891931346,0.7140645099236695,-0.49998750797166897,-1.8587222860660852,-1.5269398285999953
2020-01-23,-0.1740567865214853,-0.028607502952073212,374,2721,-1.1447251331398685,-0.025334494980720795,-0.47172694754074335,19,1.4157927282082055,1.254867927802762,-1.6172801332633455,-0.947610173975816,-0.8426934912524604,-2.0662565119407432,-2.0778588104035385,32,-1.597969668697725,-0.22108301802734584,High,0.4656619810064803,-1.6061068859935363,-1.5839556418234773,-1.3314687090619366,-1.482838891931346,0.8276316118264099,0.00010001750509534186,-1.8587222860660852,-1.5134262496296167
